数据日期,客户编号,客户编号转码,客户名称,合同流水号,合同编号,年初风险分类名称,最新风险分类结果,年初风险分类,最新风险分类,最新风险五级分类,合同期限(年),短中长期贷款标识,客户所属省/市,业务品种大类,分区日期: [yyyyMMdd],一级分行名称,账务机构代码,账务机构名称,账务机构全路径,合同账务机构,合同状态,合同到期日期,合同经办人,实际发放日期,实际到期日期,合同终结日期,授信申请流水号,债项审批通知书流水号,主体通知书流水号,债项额度编号,授信协议额度流水号,授信协议通知书流水号,授信协议合同流水号,是否占用额度,占用额度客户编号,额度占用方角色,额度占用方债项审批通知书流水号,占用债项授信额度流水号,第三方额度流水号,第三方额度审批通知书流水号,占用第三方额度客户编号,基准利率代号,浮动类型,计息方式,计息周期,源系统业务品种名称,业务品种名称,业务类别名称,产品代码,发生类型,货币种类,还款方式名称,主要担保方式名称,国标行业投向代码,国标行业投向名称,本行投向代码,相关科目代码,相关科目名称,委托人客户类型,客户考核分类,客户考核预分类,经济类型代码,所在行政区划名称,控股类型（企业出资人经济成分）,首次风险分类时间,最新风险分类时间,系统控制类型,系统控制模板类型,合同模式标识,数据来源系统代码,战略新兴产业类型代码,战略新兴产业类型名称,承诺业务品种,汇率（本外币折人民币）,客户所属集团名称,客户所属集团,客户所属国标行业名称,贷款余额(万元),合同金额(万元)
2026-06-30,900000000076,A00076,鼎盛医药集团有限公司,2025101400131VR,992798873122-6,0201--关注1,0101--正常1,关注,正常,正常,3.0,中期,青海省,公司流动贷款,2026-06-30,西宁分行,00235,西宁市城北支行,"0108001,0140001,630104,00235",00235,301--已生效待下柜,2028-10-14,JB7237,2025-10-14,2028-11-13,,zxsq2025101400131P1,tz2025101400131HJ,tz2025093000131UR,FXQYF222L48787489787037986456382233056529,,,,1--是,900000000076,01--融资人,tz2025101400131HJ,FXQYF222L48787489787037986456382233056529,,,,14802D01,0--浮动值浮动,1--不分段计息,2--按年计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,02--到期还款,41302--收费权质押,E4790,E4790--其他房屋建筑业,47,113201,113201--普通中期贷款,企业法人,重点客户,价值,120,630104--青海省--西宁市--城西区,B0102--私人绝对控股,2025-11-10 08:44:20,2025-12-10 12:22:31,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,,无,E4790--其他房屋建筑业,1029.31,1218.92
2026-06-30,900000000061,A00061,嘉禾软件股份有限公司,20240707001320S,118756352504-7,0102--正常2,0101--正常1,正常,正常,正常,0.5,短期,山东省,公司流动贷款,2026-06-30,济南分行,00234,济南市营业部,"0108001,0140001,370102,00234",00234,302--已生效终止下柜,2025-01-07,JB8657,2024-07-07,2025-01-07,2025-01-08,zxsq2024070700132JW,tz20240707001321L,tz2024070300132DT,FXQYF805L33464606896511532479748864945127,,,,1--是,900000000061,01--融资人,tz20240707001321L,FXQYF805L33464606896511532479748864945127,,,,01700Y05,0--浮动值浮动,1--不分段计息,0--按月计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0800--循环贷续作,01--人民币,02--到期还款,30299--其他土地使用权抵押,M7340,M7340--医学研究和试验发展,82,113101,113101--普通短期贷款,企业法人,重点客户,价值,149,370102--山东省--济南市--历下区,B0302--外商绝对控股,2024-08-17 18:44:19,2025-01-09 17:51:41,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,,无,M7340--医学研究和试验发展,0.0,493.73
2026-06-30,900000000075,A00075,嘉禾食品股份有限公司,2025110600133KY,722710231242-4,0102--正常2,0103--正常3,正常,正常,正常,0.5,短期,吉林省,公司流动贷款,2026-06-30,长春分行,00235,长春市高新支行,"0108001,0140001,220102,00235",00235,301--已生效待下柜,2026-05-06,JB7442,2025-11-06,2026-05-06,,zxsq2025110600133L9,tz20251106001338T,tz20251104001330T,FXQYF463L49782517986162431106956367363270,,,,1--是,900000000075,01--融资人,tz20251106001338T,FXQYF463L49782517986162431106956367363270,,,,01700Y05,0--浮动值浮动,1--不分段计息,1--按季计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0700--连连贷,01--人民币,0102--分期等额本息,40102--定期保证金,N7861,N7861--名胜风景区管理,04,113101,113101--普通短期贷款,企业法人,成长客户,潜力,120,220102--吉林省--长春市--南关区,B0301--外商相对控股,2025-12-15 16:17:30,2026-02-03 18:12:21,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,2,2-高端装备制造产业,10101--公司流动资金贷款,1.0,,无,N7861--名胜风景区管理,2392.68,2753.27
2026-06-30,900000000016,A00016,宏泰建设集团有限公司,2025021500134U9,358548457685-4,0101--正常1,0103--正常3,正常,正常,正常,5.0,中期,山东省,公司固定贷款,2026-06-30,济南分行,00236,济南市高新支行,"0108001,0140001,370102,00236",00236,301--已生效待下柜,2030-02-15,JB2278,2025-02-15,2030-03-17,,zxsq202502150013455,tz2025021500134G1,tz2025021200134ZE,FXQYF750L98936971560761909996672491825818,,,,1--是,900000000016,01--融资人,tz2025021500134G1,FXQYF750L98936971560761909996672491825818,,,,14802D01,0--浮动值浮动,1--不分段计息,0--按月计息,公司商用房按揭贷款,1010302--公司商用房按揭贷款,2001--单一债项,105030200,0100--正常申请,01--人民币,0101--分期等额本金,30201--商业用地土地使用权抵押,F5162,F5162--石油及制品批发,16,113201,113201--普通中期贷款,企业法人,重点客户,价值,130,370102--山东省--济南市--历下区,B0302--外商绝对控股,2025-04-25 09:05:48,2026-01-01 15:43:18,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,2,2-高端装备制造产业,1010302--公司商用房按揭贷款,1.0,,无,F5162--石油及制品批发,3191.95,4352.66
2026-06-30,900000000054,A00054,星海建设股份有限公司,2026010200135ZS,880420300335-9,0101--正常1,0201--关注1,正常,关注,关注,3.0,中期,安徽省,公司流动贷款,2026-06-30,合肥分行,00239,合肥市城南支行,"0108001,0140001,340104,00239",00239,301--已生效待下柜,2029-01-02,JB9746,2026-01-02,2029-03-03,,zxsq20260102001356W,tz2026010200135YV,tz2025121800135IO,FXQYF428L45004585179463204095576674274854,XYED2026010200000135,xytz20260102001353O,xyht20260102001351E,1--是,900000000054,01--融资人,tz2026010200135YV,FXQYF428L45004585179463204095576674274854,DSFED2026010200000135,dstz2026010200135OZ,900000000089,14802D01,0--浮动值浮动,1--不分段计息,1--按季计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,02--到期还款,40102--定期保证金,C3744,C3744--航空相关设备制造,96,113201,113201--普通中期贷款,事业法人,基础客户,长尾,159,340104--安徽省--合肥市--蜀山区,B0302--外商绝对控股,2026-01-10 09:41:14,2026-05-13 17:46:29,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,,无,C3744--航空相关设备制造,2675.23,2963.33
2026-06-30,900000000096,A00096,瑞达电子有限公司,2024060200136TH,213933585470-8,0101--正常1,0101--正常1,正常,正常,正常,2.0,中期,四川省,公司流动贷款,2026-06-30,成都分行,00243,成都市营业部,"0108001,0140001,510107,00243",00243,301--已生效待下柜,2026-06-02,JB0867,2024-06-02,2026-08-01,,zxsq2024060200136AU,tz2024060200136C0,tz2024051600136K9,FXQYF095L48883411829044606947726499560428,XYED2024060200000136,xytz2024060200136ET,xyht2024060200136C4,1--是,900000000096,01--融资人,tz2024060200136C0,FXQYF095L48883411829044606947726499560428,,,,14802D01,0--浮动值浮动,4--满月分段计息,2--按年计息,流动资金额度循环贷款,10107--流动资金额度循环贷款,2001--单一债项,105070000,0800--循环贷续作,01--人民币,02--到期还款,202--自然人保证,C2720,C2720--化学药品制剂制造,13,113201,113201--普通中期贷款,企业法人,风险客户,风险,120,510107--四川省--成都市--武侯区,B0201--港澳台相对控股,2024-08-28 11:40:57,2025-04-12 18:09:46,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,10107--流动资金额度循环贷款,1.0,嘉禾产业集团有限公司,有,C2720--化学药品制剂制造,461.87,1378.72
2026-06-30,900000000056,A00056,卓越科技集团有限公司,2024052100137F8,259533379674-4,0102--正常2,0102--正常2,正常,正常,正常,1.0,短期,福建省,公司流动贷款,2026-06-30,宁德分行,01039,宁德市城南支行,"0108001,0140001,350902,01039",01039,301--已生效待下柜,2025-05-21,JB4390,2024-05-21,2025-05-21,,zxsq2024052100137ZX,tz2024052100137U7,tz20240506001377R,FXQYF209L31751745018015525738777073164943,,,,1--是,900000000056,01--融资人,tz2024052100137U7,FXQYF209L31751745018015525738777073164943,,,,14802D01,0--浮动值浮动,1--不分段计息,3--利随本清,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0100--正常申请,01--人民币,02--到期还款,203--专业担保公司保证,C2023,C2023--刨花板制造,09,125110,125110--单位结算账户透支,企业法人,成长客户,潜力,190,350902--福建省--宁德市--蕉城区,A0201--集体相对控股,2024-07-10 10:54:14,2025-07-30 11:44:18,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010401--公司结算帐户透支,1.0,,无,C2023--刨花板制造,64.41,1288.23
2026-06-30,900000000070,A00070,鼎盛科技集团有限公司,2023011300138HP,713063487183-7,0102--正常2,0201--关注1,正常,关注,关注,10.0,长期,云南省,公司固定贷款,2026-06-30,昆明分行,00241,昆明市高新支行,"0108001,0140001,530103,00241",00241,301--已生效待下柜,2033-01-13,JB9831,2023-01-13,2033-02-12,,zxsq20230113001389H,tz20230113001381H,tz20230112001386E,FXQYF392L89771076172550324285919762622421,XYED2023011300000138,xytz202301130013819,xyht202301130013876,1--是,900000000070,01--融资人,tz20230113001381H,FXQYF392L89771076172550324285919762622421,,,,01700Y01,0--浮动值浮动,5--满季分段计息,9--满季计息,其他固定资产贷款,1010299--其他固定资产贷款,2002--组合债项,105029900,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,30201--商业用地土地使用权抵押,C3569,C3569--其他电子专用设备制造,61,113301,113301--普通长期贷款,政府机构,风险客户,风险,141,530103--云南省--昆明市--盘龙区,B0301--外商相对控股,2023-03-05 13:16:35,2025-10-04 16:07:59,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010299--其他固定资产贷款,1.0,华盛产业集团有限公司,有,C3569--其他电子专用设备制造,1251.6,1645.04
2026-06-30,900000000080,A00080,众联制造有限公司,2023020300139E1,914946729988-8,0101--正常1,0101--正常1,正常,正常,正常,0.5,短期,湖南省,公司流动贷款,2026-06-30,长沙分行,00243,长沙市营业部,"0108001,0140001,430104,00243",00243,302--已生效终止下柜,2023-08-03,JB7022,2023-02-03,2023-09-02,2023-09-13,zxsq2023020300139FI,tz2023020300139Y3,tz2023012800139CC,FXQYF222L60438713484816354403325445602035,,,,1--是,900000000080,01--融资人,tz2023020300139Y3,FXQYF222L60438713484816354403325445602035,DSFED2023020300000139,dstz2023020300139UD,900000000084,01700Y05,0--浮动值浮动,1--不分段计息,3--利随本清,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0800--循环贷续作,01--人民币,03--分期还款（不规则期限还款）,40102--定期保证金,C2720,C2720--化学药品制剂制造,43,125110,125110--单位结算账户透支,企业法人,基础客户,长尾,120,430104--湖南省--长沙市--岳麓区,B0201--港澳台相对控股,2023-03-18 14:07:02,2025-10-14 12:08:47,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010401--公司结算帐户透支,1.0,,无,C2720--化学药品制剂制造,0.0,5778.77
2026-06-30,900000000044,A00044,中恒科技股份有限公司,2024112300140CM,922295678857-2,0300--次级,0201--关注1,不良,关注,关注,10.0,长期,安徽省,公司固定贷款,2026-06-30,合肥分行,00244,合肥市中心支行,"0108001,0140001,340104,00244",00244,301--已生效待下柜,2034-11-23,JB0695,2024-11-23,2034-11-23,,zxsq2024112300140X2,tz2024112300140QO,tz20241120001408M,FXQYF378L71666711440231545522043978308106,,,,1--是,900000000044,01--融资人,tz2024112300140QO,FXQYF378L71666711440231545522043978308106,,,,01700Y05,0--浮动值浮动,1--不分段计息,1--按季计息,项目贷款,1010203--项目贷款,2002--组合债项,105020300,0700--连连贷,01--人民币,03--分期还款（不规则期限还款）,201--公司法人保证,F5239,F5239--其他日用品零售,58,113301,113301--普通长期贷款,企业法人,基础客户,长尾,149,340104--安徽省--合肥市--蜀山区,B0302--外商绝对控股,2024-12-14 18:44:34,2026-04-12 12:28:37,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,4,4-生物产业,1010203--项目贷款,1.0,,无,F5239--其他日用品零售,3292.65,3912.06
2026-06-30,900000000050,A00050,远景能源有限公司,20221030001415O,687479191535-6,0300--次级,0201--关注1,不良,关注,关注,7.0,长期,河南省,公司固定贷款,2026-06-30,郑州分行,00246,郑州市营业部,"0108001,0140001,410105,00246",00246,301--已生效待下柜,2029-10-28,JB5432,2022-10-30,2029-12-27,,zxsq2022103000141G0,tz2022103000141A6,tz202210280014188,FXQYF610L00638155950296912376499044059848,XYED2022103000000141,xytz20221030001419H,xyht2022103000141UB,1--是,900000000050,01--融资人,tz2022103000141A6,FXQYF610L00638155950296912376499044059848,,,,01700Y05,0--浮动值浮动,7--满年分段计息,0--按月计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2002--组合债项,105030500,0100--正常申请,01--人民币,0101--分期等额本金,30103--办公用房抵押,C3511,C3511--矿山机械制造,37,113301,113301--普通长期贷款,企业法人,重点客户,价值,120,410105--河南省--郑州市--金水区,A0201--集体相对控股,2023-01-10 17:44:32,2025-04-01 13:33:48,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010305--公司厂房按揭贷款,1.0,,无,C3511--矿山机械制造,1144.78,1807.55
2026-06-30,900000000038,A00038,宏泰能源集团有限公司,2026041100142HO,402973690809-4,0300--次级,0102--正常2,不良,正常,正常,5.0,中期,广东省,公司固定贷款,2026-06-30,深圳分行,00446,深圳市城南支行,"0108001,0140001,440304,00446",00446,301--已生效待下柜,2031-04-11,JB7035,2026-04-11,2031-05-11,,zxsq20260411001420N,tz2026041100142O6,tz20260403001425D,FXQYF239L15089678488932523858066245903437,XYED2026041100000142,xytz202604110014276,xyht20260411001429V,1--是,900000000038,01--融资人,tz2026041100142O6,FXQYF239L15089678488932523858066245903437,,,,01700Y01,0--浮动值浮动,1--不分段计息,3--利随本清,银团贷款,10108--银团贷款,2001--单一债项,105080000,0100--正常申请,01--人民币,0102--分期等额本息,203--专业担保公司保证,F5213,F5213--便利店零售,91,113501,113501--银团贷款出资额,企业法人,重点客户,价值,171,440304--广东省--深圳市--福田区,A0201--集体相对控股,2026-05-11 17:03:52,2026-05-11 09:32:11,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,7,7-节能环保产业,10108--银团贷款,1.0,瑞达产业集团有限公司,有,F5213--便利店零售,5278.83,5460.86
2026-06-30,900000000094,A00094,嘉禾机械有限公司,2022032500143XQ,483462975673-1,0102--正常2,0201--关注1,正常,关注,关注,3.0,中期,辽宁省,公司固定贷款,2026-06-30,沈阳分行,00245,沈阳市城南支行,"0108001,0140001,210102,00245",00245,302--已生效终止下柜,2025-03-25,JB9544,2022-03-25,2025-05-24,2025-05-27,zxsq2022032500143XE,tz20220325001432U,tz2022030900143WF,FXQYF563L41030427326460940398179961011289,,,,1--是,900000000094,01--融资人,tz20220325001432U,FXQYF563L41030427326460940398179961011289,,,,01700Y05,0--浮动值浮动,1--不分段计息,3--利随本清,公司商用房按揭贷款,1010302--公司商用房按揭贷款,2001--单一债项,105030200,0100--正常申请,01--人民币,02--到期还款,30101--住房抵押,C3240,C3240--有色金属合金制造,36,113201,113201--普通中期贷款,企业法人,重点客户,价值,110,210102--辽宁省--沈阳市--和平区,B0201--港澳台相对控股,2022-05-26 14:53:35,2026-03-13 12:34:02,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010302--公司商用房按揭贷款,1.0,,无,C3240--有色金属合金制造,0.0,3461.72
2026-06-30,900000000055,A00055,宏泰能源股份有限公司,2022122100144O8,606460212886-5,0300--次级,0103--正常3,不良,正常,正常,2.0,中期,云南省,公司固定贷款,2026-06-30,昆明分行,00247,昆明市中心支行,"0108001,0140001,530103,00247",00247,302--已生效终止下柜,2024-12-21,JB1263,2022-12-21,2025-02-19,2025-03-20,zxsq20221221001442C,tz2022122100144PK,tz2022120100144RY,FXQYF119L86847280806675952529369269765385,,,,1--是,900000000055,01--融资人,tz2022122100144PK,FXQYF119L86847280806675952529369269765385,,,,01700Y01,0--浮动值浮动,1--不分段计息,3--利随本清,公司住房开发贷款,1010201--公司住房开发贷款,2001--单一债项,105020100,0100--正常申请,01--人民币,0102--分期等额本息,41302--收费权质押,C3849,C3849--其他电池制造,34,113202,113202--中期住房开发贷款,企业法人,基础客户,长尾,130,530103--云南省--昆明市--盘龙区,B0101--私人相对控股,2023-03-05 12:00:44,2026-01-10 12:20:46,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,1,1-新一代信息技术产业,1010201--公司住房开发贷款,1.0,宏泰产业集团有限公司,有,C3849--其他电池制造,0.0,2543.35
2026-06-30,900000000047,A00047,中恒能源集团有限公司,202306220014523,354770356974-2,0300--次级,0101--正常1,不良,正常,正常,3.0,中期,福建省,公司流动贷款,2026-06-30,泉州分行,00648,泉州市中心支行,"0108001,0140001,350503,00648",00648,302--已生效终止下柜,2026-06-22,JB8244,2023-06-22,2026-06-22,2026-07-19,zxsq2023062200145PY,tz2023062200145BU,tz2023062100145B0,FXQYF079L37580794584393854105194677072930,XYED2023062200000145,xytz2023062200145D6,xyht2023062200145Y0,1--是,900000000047,01--融资人,tz2023062200145BU,FXQYF079L37580794584393854105194677072930,,,,01700Y05,0--浮动值浮动,1--不分段计息,1--按季计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,40904--商业承兑汇票质押,C3824,C3824--电力电子元器件制造,59,113201,113201--普通中期贷款,企业法人,重点客户,价值,149,350503--福建省--泉州市--丰泽区,A0102--国有绝对控股,2023-07-31 15:56:33,2026-05-10 09:16:39,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,中恒产业集团有限公司,有,C3824--电力电子元器件制造,0.0,4962.86
